https://mega.nz/file/1pkDVTzA#sn7N0DfO27i2gQXsTeELF4TiMTp29erVwdyELUvqORI, 9
DIRACT TEXT CHECK, 10
https://firmwaresupport.com/index.php?a=downloads&b=file&id=346718	, 13
DirectDownload, 14
https://firmwaresupport.com/index.php?a=downloads&b=file&id=346718	, 15
